번호,회사명,단지명,대표자명,공장대표주소,업종명
5003,(주)카이테크,,김*모,전라북도 완주군 용진면 신지송광로 25-9,자동차용 전기장치 제조업 외 1 종
5004,(주)서영,완주테크노밸리일반산업단지,김*환,전라북도 완주군 봉동읍 테크노밸리1로 49,금속캔 및 기타 포장용기 제조업 외 1 종
5005,태극푸드,,유*림,전라북도 완주군 구이면 하척길 22-26,코코아 제품 및 과자류 제조업 외 1 종
5006,목근엔지니어링,완주산업단지,차*호,전라북도 완주군 봉동읍 완주산단5로 111,금속압형제품 제조업
5007,성보산업(주),완주산업단지,윤*진,전라북도 완주군 봉동읍 완주산단1로 295,그외 기타 자동차 부품 제조업 외 1 종
5008,(주)에스케이지씨 봉동2공장,전주과학산업연구단지,강*수,전라북도 완주군 봉동읍 완주산단6로 159,금속 성형기계 제조업
5009,유한회사 인성기업,전주과학산업연구단지,박*근,전라북도 완주군 봉동읍 완주산단2로 257-23,그외 기타 자동차 부품 제조업
5010,나사렛목재도어,,최*곤,전라북도 완주군 용진면 구억리 311-1번지,목재문 및 관련제품 제조업
5011,(주)삼화엔지니어링,진안제2농공단지,조*훈,전라북도 진안군 진안읍 거북바위로3길 15-34,구조용 금속판제품 및 금속공작물 제조업
5012,(유)나눔푸드,진안제2농공단지,김*훈,전라북도 진안군 진안읍 거북바위로3길 15-22,도시락 및 식사용 조리식품 제조업 외 1 종
5013,(주)한불후치피아,,이*웅,"전라북도 진안군 부귀면 전진로 2693, (신정리 110-16)",액상시유 및 기타 낙농제품 제조업
5014,에코파낙스,진안홍삼한방농공단지,김*훈,전라북도 진안군 진안읍 반월리 1823번지,인삼식품 제조업
5015,운장식품,진안홍삼한방농공단지,김*희,전라북도 진안군 진안읍 홍삼한방로 21-66,식물성 유지 제조업 외 2 종
5016,무진장축산업협동조합(섬유질사료공장),,송*근,전라북도 진안군 진안읍 연장리 1689번지,동물용 사료 및 조제식품 제조업
5017,씨제이제일제당(주),진안홍삼한방농공단지,김*하,전라북도 진안군 진안읍 홍삼한방로 21-23,인삼식품 제조업
5018,구천동벌꿀,,송*철,전라북도 무주군 설천면 구천동로 916-11,차류 가공업
5019,덕유산생약유통조합,,박*수,전라북도 무주군 안성면 공정리-2033번지,차류 가공업
5020,농업회사법인 데이웰 주식회사,무주제2농공단지,이*주,전라북도 무주군 무주읍 당산리 1844번지,기타 과실·채소 가공 및 저장처리업
5021,주)천본,장수장계농공단지,신*석,전라북도 장수군 장계면 장무로 352-51,도시락 및 식사용 조리식품 제조업 외 2 종
5022,천하정밀,,이*,전라북도 장수군 장계면 한들로 19,토목공사 및 유사용 기계장비 제조업
5023,동부특수목재,,양*민,전라북도 장수군 장계면 명덕평지1길 1-46,일반 제재업
5024,(주)대명산업,,곽*형,전라북도 임실군 임실읍 호반로 363-5,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
5025,순창고향전통식품,,서*일,전라북도 순창군 순창읍 민속마을길 34-5,장류 제조업
5026,이조전통식품,,고*주,전라북도 순창군 순창읍 민속마을길 41,장류 제조업 외 1 종
5027,주식회사 진미순*식품,순창제2장류농공단지,이*준,전라북도 순창군 인계면 노동리 729 번지,장류 제조업
5028,농업회사법인 순창장류주식회사 제2공장,,김*필,전라북도 순창군 순창읍 민속마을길 61-71,장류 제조업
5029,(주)위버텍스타일,순창풍산제2농공단지,서*집,전라북도 순창군 풍산면 풍산로 94-34,화학섬유직물 직조업
5030,(주)수정세라믹,고창아산농공단지,이*기,전라북도 고창군 아산면 아산농공단지길 25-11 (㈜자강생블록),그외 기타 분류안된 비금속 광물제품 제조업
5031,농업회사법인(주)선운산복분자주 흥진,,임*훈,전라북도 고창군 부안면 복분자로 535 (총 4 필지),기타 증류주 및 합성주 제조업
5032,아산철망,고창아산농공단지,이*숙,전라북도 고창군 아산면 아산농공단지길 41-9 (한일철망),금속선 가공제품 제조업
5033,도솔주조,,정*진,전라북도 고창군 고창읍 주곡리 74-3번지 외 2필지,탁주 및 약주 제조업
5034,(유)에코텍매트,고창고수농공단지,김*만,전라북도 고창군 고수면 고수농공단지길 18 (LG뉴하이샤시),부직포 및 펠트 제조업
5035,농업회사법인 주식회사 고창황토배기유통,,이*현,전라북도 고창군 고수면 부곡리 969-1번지,과실 및 채소 절임식품 제조업
5036,(유)부안콘크리트,,서*식,전라북도 부안군 상서면 고인돌로 209 (부안콘크리트),"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
5037,새만금한우 영농조합법인,,추*화,전라북도 부안군 보안면 보안남로 17 (공장) (총 2 필지),동물용 사료 및 조제식품 제조업
5038,유한회사 갯마을에프앤지 농업회사법인,,이*로,전라북도 부안군 줄포면 신리로 313-12,수산동물 냉동품 제조업
5039,라이프영농조합법인,,은*경,전라북도 부안군 계화면 금산길 123 (총 2 필지),곡물 도정업
5040,(주)한국폴리우드,부안행안농공단지,은*준,"전라북도 부안군 행안면 옥여길 33, (주)한국폴리우드",강화 및 재생 목재 제조업 외 2 종
5041,곰소천년의젓갈영어조합법인,,최*금,전라북도 부안군 진서면 진서리 385번지,수산동물 건조 및 염장품 제조업
5042,유한회사 시영,부안행안농공단지,"유*노, 강*진","전라북도 부안군 행안면 부안농공단지길 15, 부안행안농공단지",방송장비 제조업 외 2 종
5043,주식회사 가람아이엔씨,부안줄포농공단지,반*형,전라북도 부안군 보안면 농공단지길 22,"플라스틱 필름, 시트 및 판 제조업 외 4 종"
5044,성광직물,,신*철,전라북도 정읍시 입암면 접지남부2길 1 (성광직물),면직물 직조업
5045,구담정미소,,이*순,전라북도 부안군 주산면 소주리 549-1번지,곡물 도정업
5046,만년기업,,최*영,전라북도 진안군 진안읍 군상리 265-3번지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
5047,할머니전통식품,,양*권,"전라북도 정읍시 구량1길 65 (구룡동, 할머니 전통식품)",과실가공및저장처리업
5048,평화기업,,박*호,전라북도 완주군 구이면 망산2길 10,표면가공목재 및 특정 목적용 제재목 제조업
5049,형제콘크리트,,송*기,"전라북도 김제시 금산면 원평로 174, 성계리 389-3 (총 2 필지)","콘크리트 타일, 기와, 벽돌 및 블록 제조업"
5050,주식회사 에스엠비,,강*조,전라북도 고창군 흥덕면 서이길 23 ((주)에스엠비),동물용 사료 및 조제식품 제조업 외 1 종
5051,평화섬유,,최*호,"전라북도 익산시 서동로24길 15-12 (동산동, 주택)",내의 및 잠옷 제조업
5052,강일섬유,,"배*천, 이*수",전라북도 정읍시 입암면 접지남부3길 38 (강일섬유),면직물 직조업
5053,(유)왕궁정화조,,이*희,전라북도 익산시 왕궁면 공소길 46 (왕궁산업),저장용 및 위생용 플라스틱제품 제조업
5054,정일정밀,,최*영,"전라북도 군산시 해망로 282 (금동, 동보체인)",자동판매기 및 화폐교환기 제조업 외 1 종
5055,기동산업 주식회사,익산삼기농공단지,염*권,"전라북도 익산시 삼기면 삼기농공단지길 6-7,  삼기농공단지",비동력식 수공구 제조업
5056,청웅제약사,,전*성,전라북도 임실군 청웅면 구고2길 16 (청웅제약),한의약품 제조업
5057,향적원,,곽*용,전라북도 순창군 순창읍 민속마을길 50-7,장류 제조업 외 1 종
5058,은성식품,,김*귀,전라북도 익산시 여산면 수은길 107,"면류, 마카로니 및 유사식품 제조업"
5059,익산진우자동차공업사,,정*자,"전라북도 익산시 약촌로 61 (신흥동, 주택)",토목공사 및 유사용 기계장비 제조업
5060,명보직물,,최*주,전라북도 정읍시 입암면 접지동부길 16-5,면직물 직조업
5061,주식회사 경원상사,익산제2지방산업단지,박*근,"전라북도 익산시 석암로17길 147,  (지방산업단지내) (팔봉동)",스타킹 및 기타양말 제조업 외 19 종
5062,(유)구일과수산업,,이*경,전라북도 정읍시 입암면 정읍남로 683 (구일산업),종이 포대 및 가방 제조업
5063,고잔정미소,,이*복,전라북도 부안군 상서면 고잔리 320-1번지,곡물 도정업
5064,솔석재산업,익산황등농공단지,이*원,전라북도 익산시 황등면 석재단지길 66-8,기타 석제품 제조업
5065,(유)전일콘크리트,,송*현,전라북도 완주군 상관면 내어두길 33-30,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
5066,(주)대동엔지니어링,,"정*채, 이*민",전라북도 익산시 오산면 항쟁로 36,반도체제조용기계제조업
5067,원식품,,조*원,전라북도 정읍시 정우면 정신로 596 (신창마을노인회관),차류 가공업
5068,경문창호 주식회사,,주*준,"전라북도 익산시 목천로 56-35 (목천동, KCC창호)","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종"
5069,순창제일식품,,최*순,전라북도 순창군 순창읍 유등로 12,장류 제조업
5070,곰소항식품,,김*숙,"전라북도 부안군 진서면 진서리 1011-1,6번지",수산동물 건조 및 염장품 제조업
5071,두레기계금속,김제봉황농공단지,임*대,전라북도 김제시 오정동 170-27번지,그외 기타 1차 철강 제조업 외 1 종
5072,(주)농업회사법인 농민농산,,최*원,전라북도 군산시 나포면 대동길 61-10,기타 수산동물 가공 및 저장처리업 외 1 종
5073,세진석재,익산황등농공단지,이*수,전라북도 익산시 황등면 석재단지길 77,건설용 석제품 제조업 외 1 종
5074,동인석재산업,,임*범,전라북도 익산시 황등면 화강암로 96,건설용 석제품 제조업
5075,삼성제면공장,,이*열,"전라북도 익산시 평동로 518 (평화동, 주택)",그외 기타 분류안된 섬유제품 제조업
5076,미광석재,,조*식,전라북도 익산시 함열읍 석매리 산 248-3번지 외2,건설용 석제품 제조업 외 1 종
5077,태창석재,,조*,전라북도 익산시 함열읍 용왕길 81,건설용 석제품 제조업 외 1 종
5078,(주)성원석재,,황*하,전라북도 익산시 함열읍 석매리 산 813-5번지,건설용 석제품 제조업
5079,(주)남양도자기,,이*구,전라북도 익산시 왕궁면 호반로 31 (남양도자기㈜),가정용 및 장식용 도자기 제조업
5080,한국컴텍,,안*섭,"전라북도 익산시 약촌로 31 (금강동, 대신쉐르빌아파트)",그외 기타 분류안된 화학제품 제조업
5081,오켈케이블 주식회사,,정*기,"전라북도 익산시 강경2길 52 (금강동, 오켈테크주식회사)",자동차용 전기장치 제조업 외 1 종
5082,세기석재,,김*영,전라북도 익산시 황등면 석재길 28,건설용 석제품 제조업
5083,대승식품,,유*순,전라북도 익산시 낭산면 우금1길 24 (대한티슈),기타 과실·채소 가공 및 저장처리업
5084,진성산업기계(주)제2공장,,강*철,전라북도 익산시 왕궁면 제석사지로 349,자동차 차체용 부품 제조업
5085,(주)에스에이치글로벌,익산제2지방산업단지,유*훈,전라북도 익산시 팔봉동 886번지 (익산제2지방산업단지),그외 기타 자동차 부품 제조업 외 1 종
5086,한미화학공업(주),익산제2지방산업단지,이*구,"전라북도 익산시 석암로15길 25,  (지방산업단지내) (석암동)",기타 기초무기화학물질 제조업
5087,백광산업(주)군산공장,군산지방산업단지,김*훈,"전라북도 군산시 임해로 494-16 (소룡동, 백광산업)",기타 기초무기화학물질 제조업 외 1 종
5088,(주)삼양사,전주제1지방산업단지,"문*환, 김*","전라북도 전주시 덕진구 팔복로 147 (팔복동3가, (주)삼양사 전주공장)",합성수지 및 기타 플라스틱물질 제조업 외 1 종
5089,쌍용양회공업(주) 군산공장,군산지방산업단지,황*철,전라북도 군산시 외항8길 16 (소룡동),시멘트 제조업
5090,대상(주),군산지방산업단지,명*섭,"전라북도 군산시 외항1길 208 (소룡동, ㈜대상)","식초, 발효 및 화학 조미료 제조업 외 2 종"
5091,한국델파이(주),군산국가산업단지,지*철 외1,"전라북도 군산시 장산로 25 (소룡동, KM&I)",그외 기타 자동차 부품 제조업
5092,(주)골든포우,익산삼기농공단지,심*섭,"전라북도 익산시 삼기면 삼기농공단지길 38,  , 325-22(삼기농공단지)",부직포 및 펠트 제조업 외 1 종
5093,(주)아이에스테크,군산국가산업단지,손*모,"전라북도 군산시 동장산로 106-22 (소룡동, 아이에스테크)",자동차 차체용 부품 제조업 외 2 종
5094,대백산업,,서*숙,전라북도 김제시 백산면 능제로 698 (대백&N.T) (총 8 필지),레미콘 제조업
5095,흥양산업(주),군산서수농공단지,배*철,전라북도 군산시 서수면 상장곤윗길 55 (흥양산업) (총 2 필지),코코아 제품 및 과자류 제조업
5096,(주)삼양전력,전주제1지방산업단지,김*주,전라북도 전주시 덕진구 구렛들3길 53 (팔복동4가),송전 및 배전업 외 1 종
