연번,회사명,사업유형,사업자등록번호,공장 주소,업종명,생산품
1332,아가피토,제조업,8702100404,"인천광역시 부평구 부평대로 301 2층 206호 (청천동, 남광센트렉스) 2층 206호",주철관 제조업,금속가공(관이음쇠 연결고리)
1333,아도마,제조업,2011968911,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 743호,간판 및 광고물 제조업,"현판, 명판"
1334,아륙엔지니어링,제조업,1130856432,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 320호,배전반 및 전기 자동제어반 제조업,"배전기부품, 판넬"
1335,아리,제조업,2104307359,인천광역시 부평구 무네미로448번길 56 (구산동) 한국폴리텍Ⅱ대학 하이테크관 502호,그 외 기타 달리 분류되지 않은 제품 제조업,우산
1336,아리수 테크,제조업,1304046114,"인천광역시 부평구 새벌로 29, 2층 212호(청천동, 부평테크노타워) 2층 212호",절삭가공 및 유사처리업,다이아몬드 절삭공구
1337,아셀메탈,제조업,1220332540,"인천광역시 부평구 부평대로 301 B1층 B108호 (청천동, 남광센트렉스) B1층 B108호",강관 제조업 외 1 종,"기계부품, 세차기체인, 수전부품"
1338,아시아산업,제조업,1220767412,"인천광역시 부평구 세월천로25번길 14, 가동 1층 (청천동)",커튼 및 유사제품 제조업,블라인드
1339,아시아케미칼(주),제조업,1228127216,인천광역시 부평구 안남로 391 (청천동),산업용 가스 제조업,"혼합가스 및 산업용가스수,주입계기"
1340,아쎈코리아(주),제조업,1228164318,"인천광역시 부평구 장제로38번길 30-2 (부평동, 경원빌딩)",한의약품 제조업 외 1 종,"감초, 당귀, 천궁, 보궁초 외39"
1341,아영섬유(주),제조업,1228128200,인천광역시 부평구 평천로53번길 15 (청천동),편조원단 제조업 외 1 종,편직내의 직물
1342,아영섬유(주),제조업,1228128200,인천광역시 부평구 부평북로178번길 2 (청천동),편조원단 제조업 외 1 종,원단
1343,아이디어,제조업,6033141444,"인천광역시 부평구 부평대로 337, 11층 1111호(청천동, 부평 제이타워3차 지식산업센터) 11층 1111호",인형 및 장난감 제조업,피규어
1344,아이북스,제조업,1301488226,인천광역시 부평구 부평대로329번길 21 (청천동),제책업 외 2 종,"제첵업, 전자카드제조업, 자석및자석제품 제조업"
1345,아이비클럽부평점,제조업,1221168738,"인천광역시 부평구 부평대로 283, 외7필지 B B106호 (청천동)","근무복, 작업복 및 유사의복 제조업 외 2 종","학생복,유니폼"
1346,아이솔루션,제조업,1223517308,"인천광역시 부평구 백범로577번길 20, 경인센타 618호 (십정동)",기타 인쇄관련 산업 외 1 종,인쇄
1347,아이스냉동산업,제조업,1221152269,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B2층 B223호",산업용 냉장 및 냉동 장비 제조업,"냉동고,냉동기 유니트"
1348,아이에스시스템(주),제조업,7858101996,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 4층 404-B호",기타 음향기기 제조업 외 1 종,"전자칠판, 전자교탁, 영상음향기기, 비대면플랫폼"
1349,아이엔씨테크노,제조업,8330802025,"인천광역시 부평구 새벌로 29 3층 301호 (청천동, 부평테크노타워) 3층 301호",절삭가공 및 유사처리업 외 1 종,커넥타
1350,아이온테크,제조업,1220745650,"인천광역시 부평구 부평대로 337, 8층 830호(청천동, 부평 제이타워3차 지식산업센터) 8층 830호",기타 무선 통신장비 제조업,무선통신기기
1351,아이키 인터내쇼날,제조업,3222100512,"인천광역시 부평구 부평대로 283, (청천동, 부평 우림라이온스밸리) B동 5층 504호","전자기 측정, 시험 및 분석기구 제조업",계측기
1352,아이키코퍼레이션,제조업,7266100082,"인천광역시 부평구 부평대로329번길 62, 3층 (청천동, 청천동 427-20 공장 (주식회사오디에이테크)",전자카드 제조업,전기저항기
1353,아인즈팩토리,제조업,4690801276,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 204호,금속 절삭기계 제조업,기계부품
1354,아진솔루션,제조업,8670502425,"인천광역시 부평구 백범로577번길 20, 613호(십정동, 경인센타)",기기용 자동측정 및 제어장치 제조업,난방 구동기
1355,아텍시스템,제조업,1303562482,인천광역시 부평구 안남로369번길 18 (청천동),반도체 제조용 기계 제조업 외 6 종,"반도체제조용 장비, sputter, CVD, Encher "
1356,아톤기술(주),제조업,8658702589,"인천광역시 부평구 주부토로 236,(갈산동) 제B동 13층 1311호 외 1필지",전기경보 및 신호장치 제조업 외 1 종,"등명기, 충방전조절기"
1357,아트윈피복,제조업,1220508724,"인천광역시 부평구 부평대로 283, 711호(청천동, 부평우림라이온스밸리) 711호 외 4필지","근무복, 작업복 및 유사의복 제조업 외 4 종","근무복제조, 근무복제조, 근무복제조, 근무복제조, 근무복제조"
1358,알뜰랜드,제조업,1310586442,인천광역시 부평구 부평대로 337 (청천동) 1033호,포장 및 충전업 외 2 종,"제품디자인, 포장및충전, 의자"
1359,알에프리더,제조업,1220836667,"인천광역시 부평구 주부토로 236,(갈산동) 제디동 15층 1503호",기기용 자동측정 및 제어장치 제조업 외 1 종,무선 자동 수위 조절기
1360,알텍코리아,제조업,4042720637,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) B동 B1층 B122호",그 외 기타 일반목적용 기계 제조업 외 2 종,"환경오염방지기계, 환경오염방지시설 외"
1361,알텍코리아,제조업,3646100638,"인천광역시 부평구 부평대로 283, C동 B층 132호 (청천동, 부평 우림라이온스밸리)",그 외 기타 특수목적용 기계 제조업,폴리머자동용해장치
1362,애니테크,제조업,1303389997,"인천광역시 부평구 부평대로 337 (청천동) 220,221,222호","기타 섬유, 의복 및 가죽 가공 기계 제조업",롤재단기
1363,양지사람들,제조업,1222980552,"인천광역시 부평구 새벌로 28, 3층 (청천동)",침구 및 관련제품 제조업,침구
1364,양지산업,제조업,1225174503,인천광역시 부평구 청농로64번길 30 (청천동),합성수지 및 기타 플라스틱 물질 제조업 외 4 종,실리콘
1365,어드밴텍케이알(주),제조업,1098616540,인천광역시 부평구 새벌로 5(청천동),컴퓨터 제조업 외 2 종,산업용 컴퓨터
1366,업모스트(UPMOST),제조업,1794100819,"인천광역시 부평구 부평대로 337, 10층 1008호(청천동, 부평 제이타워3차 지식산업센터) 10층 1008호",핸드백 및 지갑 제조업,업사이클링 잡화
1367,에믹스,제조업,1312807766,"인천광역시 부평구 열우물로 147, 2층 201호(십정동)",도장 및 기타 피막처리업,전자파 차폐 코팅
1368,에버존,제조업,1300773123,"인천광역시 부평구 새벌로 44, 416 (청천동)",그 외 기타 전자부품 제조업 외 1 종,"휴대폰,전자부품"
1369,에스디에이일렉트로닉,제조업,1450101027,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 625호,기타 광학기기 제조업 외 1 종,"조명제어장치,통신장비"
1370,에스알아이티,제조업,5694900717,"인천광역시 부평구 부평대로 337, 7층 712호(청천동, 부평 제이타워3차 지식산업센터) 7층 712호",방송장비 제조업 외 1 종,무인단속카메라 등
1371,에스앤쓰리디(SN3D),제조업,1103250389,"인천광역시 부평구 동수로 29, 202호(부평동, 명주빌딩)",디지털 적층 성형기계 제조업,"가정용, 산업용 및 공업용 3D 프린터"
1372,에스앤에스덴탈,제조업,1211376336,"인천광역시 부평구 부평대로 337, 9층 947호(청천동, 부평 제이타워3차 지식산업센터) 9층 947호 외 1필지",그 외 기타 의료용 기기 제조업,디퓨저
1373,에스앤에이치,제조업,2201204753,"인천광역시 부평구 새벌로 4, 2층 (청천동)",핸드백 및 지갑 제조업,핸드백
1374,에스앤엘트랜드,제조업,,인천광역시 부평구 평천로199번길 34 (청천동),"근무복, 작업복 및 유사의복 제조업 외 3 종",골프의류
1375,에스에스라이팅(주),제조업,1138154359,인천광역시 부평구 평천로141번길 49 (청천동),전구 및 램프 제조업,자동차용 할로겐전구
1376,에스에스오트론(주),제조업,1228602850,인천광역시 부평구 안남로369번길 30 (청천동),반도체 제조용 기계 제조업 외 3 종,반도체 제조용 장비 제조
1377,에스에스피,제조업,2022417476,"인천광역시 부평구 부평대로 301, 2층 206호 (청천동, 남광센트렉스) 2층 206호",날붙이 제조업,"커피기계부품, 인서트"
1378,에스에이치콘넥터,제조업,1222599048,"인천광역시 부평구 부평대로 301 8층 804호 (청천동, 남광센트렉스) 8층 804호",그 외 기타 전자부품 제조업 외 1 종,콘넥터조립
1379,에스에이치텍,제조업,2103599892,"인천광역시 부평구 평천로255번길 13, 10층 1010호  (청천동) 10층 1010호",기타 전기 변환장치 제조업,"전기자동차 인버터 개발 생산, 기존차량 부품 조립"
1380,에스에이테크,제조업,1022095460,"인천광역시 부평구 부평대로 337, 10층 1010호(청천동, 부평 제이타워3차 지식산업센터) 10층 1010호 10층 1010호",주형 및 금형 제조업,금형
1381,에스엠티,제조업,1300394362,인천광역시 부평구 백범로577번길 15-10 (십정동),"탭, 밸브 및 유사장치 제조업",워터젯 노즐
1382,에스오텍,제조업,7171900115,"인천광역시 부평구 평천로255번길 13, 3층 304호(청천동) 3층 304호",전자부품 실장기판 제조업,SMT 표면 실장
1383,에스유피,제조업,1222418693,인천광역시 부평구 평천로199번길 25 (청천동),인쇄회로기판용 적층판 제조업 외 2 종,연성회로기판
1384,에스전자,제조업,1212279766,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) B동 1층 101호",기타 음향기기 제조업 외 1 종,음향기기
1385,에스제이기획,제조업,1221777224,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1040호,간판 및 광고물 제조업,"간판,표지판,현수막,스티커"
1386,에스케이에코플랜트(주),제조업,1018134928,인천광역시 부평구 안남로402번길 25 (청천동),기타 물품 취급장비 제조업 외 1 종,"윈치, 호이스트, 크레인"
1387,에스케이에코플랜트주식회사,제조업,1018134928,"인천광역시 부평구 안남로402번길 11, 1, 2층 일부  (청천동)",기타 물품 취급장비 제조업,"윈치, 호이스트, 크레인 "
1388,에스케이인터내셔널,제조업,1322493200,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) C동 8층 808호",주형 및 금형 제조업,플라스틱 사출 금형 및 설계
1389,에스콘이엔지,제조업,1221699143,"인천광역시 부평구 부평대로 283, B동 8층 806 (청천동, 부평 우림라이온스밸리)",그 외 기타 전자부품 제조업 외 1 종,변환기 등
1390,에스테크,제조업,1303064490,인천광역시 부평구 새벌로 29 B1층 B109호 (청천동) B1층 B109호,절삭가공 및 유사처리업,"반도체 부품, 식품가공 기계 부품"
1391,에스통상,제조업,1220993457,인천광역시 부평구 새벌로 45 (청천동),낚시 및 수렵용구 제조업,낚시대
1392,에스트라오토모티브시스템(주),제조업,1168108325,"인천광역시 부평구 세월천로30번길 15, 외 1필지 (청천동)",그 외 자동차용 신품 부품 제조업 외 3 종,CRFM
1393,에스피반도체통신(주) 부평사업장,제조업,1228553269,인천광역시 부평구 부평북로 246 (청천동),전구 및 램프 제조업 외 3 종,조명장치
1394,에어울프,제조업,1380383627,"인천광역시 부평구 동수로 129, 지하1층 (부개동)",그 외 기타 전자부품 제조업 외 1 종,"보행자 보호시스템, 전자제어기"
1395,에어컨이사랜드,제조업,1303664361,"인천광역시 부평구 새벌로 29, 5층 510호(청천동) 5층 510호",기타 일반 기계 및 장비 수리업,산업용 냉동기 및 냉장고 수리
1396,에이도스 솔루션,제조업,2567400318,"인천광역시 부평구 부평대로 283, A동 5층 503 (청천동, 부평 우림라이온스밸리) A동 5층 503호",혼성 및 재생 플라스틱 소재 물질 제조업,부목
1397,에이드팩토리,제조업,6650300415,인천광역시 부평구 백범로577번길 20 (십정동) 경인센타 416~418호,전자부품 실장기판 제조업,살균기회로부품 외
1398,에이스다이아몬드공구(주),제조업,1308174549,"인천광역시 부평구 부평대로 301, (청천동, 남광센트렉스) B1층 외 1필지",톱 및 호환성 공구 제조업 외 1 종,"PCD공구, 유압척"
