연번,회사명,공장대표주소,업종
1471,상아일렉트론,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 3층 304호",그 외 기타 전자부품 제조업 외 1 종
1472,상원전자,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 4층 402호",기타 절연선 및 케이블 제조업
1473,상일금속,"인천광역시 부평구 부평대로 337, 7층 701호(청천동, 부평 제이타워3차 지식산업센터) 7층 701호 외 1필지",날붙이 제조업
1474,새론,인천광역시 부평구 부평대로 283 (청천동) 부평우림라이온스밸리 A동 7층 706호,비주거용 건물 임대업
1475,새롬판넬,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 4층 410호",비주거용 건물 임대업
1476,새명피앤에프,인천광역시 부평구 세월천로25번길 14 (청천동),금속 가구 제조업
1477,새천년이엔씨(주),"인천광역시 부평구 부평대로 301 6층 610호 (청천동, 남광센트렉스) 6층 610호",컴퓨터 제조업 외 4 종
1478,새한정밀,"인천광역시 부평구 평천로199번길 34, 1층 C-1호실 (청천동)",절삭가공 및 유사처리업 외 1 종
1479,새한정수공업(주),인천광역시 부평구 수변로19번길 5 (부개동),액체 여과기 제조업
1480,샘테크,"인천광역시 부평구 부평대로 337, 3층 334호 (청천동, 부평 제이타워3차 지식산업센터) 3층 334호",시스템 소프트웨어 개발 및 공급업
1481,생생정보미디어,"인천광역시 부평구 부평대로 293, 1층 B103호 (청천동, 부평테크시티) 1층 B103호",광고 영화 및 비디오물 제작업
1482,샵클릭24,"인천광역시 부평구 부평대로 337, 12층 1258호(청천동, 부평 제이타워3차 지식산업센터) 12층 1258호",비주거용 건물 임대업
1483,서림와이어컷팅,"인천광역시 부평구 백범로577번길 20 (십정동, 경인센타)",그 외 기타 전자부품 제조업 외 2 종
1484,서배,인천광역시 부평구 부평대로297번길 28 (청천동),비주거용 건물 임대업
1485,서부사료(주),인천광역시 부평구 부평북로 325 (갈산동),반려동물용 사료 제조업 외 2 종
1486,서영전자산업(주),인천광역시 부평구 안남로402번길 80 (청천동),기타 음향기기 제조업
1487,서울기공,"인천광역시 부평구 부평대로 301 3층 314호 (청천동, 남광센트렉스) 3층 314호",톱 및 호환성 공구 제조업
1488,서울기공,"인천광역시 부평구 세월천로 205-1, 서울기공 (청천동, 서울기공) 외 1필지",톱 및 호환성 공구 제조업 외 1 종
1489,서울기공,"인천광역시 부평구 세월천로 205-1 (청천동, 서울기공)",절삭가공 및 유사처리업 외 1 종
1490,서울산전기술(주),"인천광역시 부평구 부평대로 301 4층 414호 (청천동, 남광센트렉스) 4층 414호",배전반 및 전기 자동제어반 제조업
1491,서울전자통신(주),"인천광역시 부평구 새벌로 4, 424 (청천동)","전자코일, 변성기 및 기타 전자 유도자 제조업 외 2 종"
1492,서울철강,인천광역시 부평구 일신로39번길 16-27 (일신동),일반철물 제조업
1493,서유전자(주),인천광역시 부평구 백범로568번길 22 (십정동),전자부품 실장기판 제조업
1494,서인,"인천광역시 부평구 부평대로 337, 6층 606호(청천동, 부평 제이타워3차 지식산업센터) 6층 606호",비주거용 건물 임대업
1495,서일기전,"인천광역시 부평구 새벌로 29 7층 718호 (청천동, 부평테크노타워) 7층 718호",배전반 및 전기 자동제어반 제조업
1496,서일기전,인천광역시 부평구 새벌로 29 (청천동) 7층 718호,배전반 및 전기 자동제어반 제조업
1497,서진산업,"인천광역시 부평구 새벌로 29 B1층 B101호 (청천동, 부평테크노타워) B1층 B101호",그 외 기타 금속가공업
1498,서진에스엠씨(주),"인천광역시 부평구 새벌로 9, 6층(청천동)",도장 및 기타 피막처리업 외 2 종
1499,서진에이엘공업(주),"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) B동 5층 505호",비주거용 건물 임대업
1500,서진전기,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동 4층 445호",배전반 및 전기 자동제어반 제조업
1501,서진전자,"인천광역시 부평구 부평대로 301 8층 806호 (청천동, 남광센트렉스) 8층 806호 외 1필지",전자부품 실장기판 제조업
1502,서진플랜트(주),"인천광역시 부평구 부평대로 337, 8층 817호(청천동, 부평 제이타워3차 지식산업센터) 8층 817호",강관 제조업
1503,서하몰드,"인천광역시 부평구 부평대로 301 B1층 B110호 (청천동, 남광센트렉스) B1층 B110호",주형 및 금형 제조업
1504,서해,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동 4층 431호",비주거용 건물 임대업
1505,서현엔지니어링,"인천광역시 부평구 부평대로 301, 2층 201-2호 (청천동, 남광센트렉스) 2층 201-2호 외 1필지",배전반 및 전기 자동제어반 제조업
1506,서현오토메이션,"인천광역시 부평구 부평대로 337, 7층 725호(청천동, 부평 제이타워3차 지식산업센터) 7층 725호",배전반 및 전기 자동제어반 제조업
1507,서흥주철공업(주),인천광역시 부평구 평천로199번길 53 (청천동),비주거용 건물 임대업 외 1 종
1508,선우ENG,"인천광역시 부평구 부평대로 301 6층 621호 (청천동, 남광센트렉스) 6층 621호",산업처리공정 제어장비 제조업
1509,선우어패럴,"인천광역시 부평구 안남로 415, 동우빌딩 5층 (청천동)","근무복, 작업복 및 유사의복 제조업 외 2 종"
1510,선일공업,인천광역시 부평구 세월천로 204-11 (청천동) (총 2 필지) 외 1필지,금속 절삭기계 제조업
1511,선일시스템,인천광역시 부평구 부평대로329번길 42 (청천동),금속 캔 및 기타 포장용기 제조업 외 1 종
1512,선진기공,인천광역시 부평구 항동로143번길 10-38 (일신동),일반철물 제조업
1513,선진기업,"인천광역시 부평구 부평대로 301 2층 214호 (청천동, 남광센트렉스) 2층 214호",운송장비 조립용 플라스틱제품 제조업 외 1 종
1514,선진모델,인천광역시 부평구 경인로1059번길 28 (부개동),인형 및 장난감 제조업
1515,선진정밀,"인천광역시 부평구 가재울로 129 (십정동, 테크노1공장)",주형 및 금형 제조업 외 2 종
1516,선컴퍼니,"인천광역시 부평구 부평대로 337 7층 708호 (청천동, 부평 제이타워3차 지식산업센터) 7층 708호",경영 컨설팅업
1517,선테크,"인천광역시 부평구 청천마차로 72, 2층 (청천동)",일반용 전기 조명장치 제조업
1518,성광엔지니어링,"인천광역시 부평구 부평대로 337, 6층 649호(청천동, 부평 제이타워3차 지식산업센터) 6층 649호 외 1필지",연마재 제조업
1519,성광정밀,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B1층 B119호",자동차 엔진용 신품 부품 제조업 외 1 종
1520,성덕산업 주식회사,"인천광역시 부평구 무네미로448번길 56, S303호(구산동, 한국폴리텍대학(인천캠퍼스))",전시용 모형 제조업
1521,성림비전,"인천광역시 부평구 평천로255번길 13, 3층 306호(청천동) 3층 306호","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 1 종"
1522,성림정밀,인천광역시 부평구 청천동 383-11번지,주형 및 금형 제조업
1523,성림정밀 제2공장,"인천광역시 부평구 부평대로 283, B동 9층 903 (청천동, 부평 우림라이온스밸리) B동 9층 903호",비주거용 건물 임대업
1524,성민금속,"인천광역시 부평구 부평대로 301 3층 321호 (청천동, 남광센트렉스) 3층 321호 외 1필지","탭, 밸브 및 유사장치 제조업"
1525,성서종합조경(주),"인천광역시 부평구 평천로255번길 13, 11층 1117호(청천동) 11층 1117호",도시계획 및 조경설계 서비스업
1526,성신기전,인천광역시 부평구 일신로39번길 16-25 (일신동),배전반 및 전기 자동제어반 제조업
1527,성신종합상사,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) A동 6층 608-B호",제판 및 조판업
1528,성심정밀,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 3층 301호",주형 및 금형 제조업
1529,성심정밀,"인천광역시 부평구 부평대로 301 2층 201-1호 (청천동, 남광센트렉스) 2층 201-1호",톱 및 호환성 공구 제조업
1530,성우산업,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 5층 502호",비주거용 건물 임대업
1531,성우산업,인천광역시 부평구 청농로64번길 43-8 (청천동),금속 성형기계 제조업
1532,성일 F.A,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) B동 B1층 B108호",배전반 및 전기 자동제어반 제조업
1533,성일인쇄,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 4층 407호",경 인쇄업 외 1 종
1534,성지건축,"인천광역시 부평구 부평대로 283, B동 B2층 B234 (청천동, 부평 우림라이온스밸리)",건축설계 및 관련 서비스업
1535,성지정밀,"인천광역시 부평구 새벌로 29, B1층 B110호(청천동) B1층 B110호",절삭가공 및 유사처리업
1536,성지테크,"인천광역시 부평구 백범로577번길 20, 공장동동 1층 141호 (십정동, 경인센타) 공장동 1층 141호",주형 및 금형 제조업
1537,성진고무,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 B1층 B105호",고무 의류 및 기타 위생용 비경화 고무제품 제조업
1538,성진보링,"인천광역시 부평구 부평북로 38-1(청천동, 성진정밀)",자동차 재제조 부품 제조업
1539,성진산업,인천광역시 부평구 장제로381번길 11-6 (갈산동),커튼 및 유사제품 제조업
1540,성진쇼파,인천광역시 부평구 경인로 1014 (부개동) 1층,침구 및 관련제품 제조업 외 1 종
1541,성진크리베이션(주),"인천광역시 부평구 무네미로448번길 56, 하이테크관 307호 (구산동)",그 외 기타 플라스틱 제품 제조업
1542,성진테크,"인천광역시 부평구 부평대로 337, 9층 915호(청천동, 부평 제이타워3차 지식산업센터) 9층 915호",비주거용 건물 임대업
1543,성진테크,"인천광역시 부평구 부평대로 337, 3층 336호(청천동, 부평 제이타워3차 지식산업센터) 3층 336호",컨베이어장치 제조업 외 1 종
1544,성한악기,인천광역시 부평구 평천로141번길 41 (청천동),기타 악기 및 전자 악기 제조업 외 1 종
1545,성호기업,"인천광역시 부평구 가재울로 129 (십정동, 테크노1공장)",기어 및 동력전달장치 제조업
1546,성호제어기기 주식회사,인천광역시 부평구 안남로402번길 25 (청천동),"전기회로 개폐, 보호장치 제조업 외 2 종"
1547,세계정밀,인천광역시 부평구 부평대로 301 (청천동) 남광센트렉스 B1층 B117호,주형 및 금형 제조업 외 1 종
1548,세광산업,"인천광역시 부평구 부평대로 337, 8층 803호(청천동, 부평 제이타워3차 지식산업센터) 8층 803호",컴퓨터 제조업
1549,세기,,그 외 자동차용 신품 부품 제조업
1550,세기유공압산업,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) A동 1층 101호",비주거용 건물 임대업
1551,세륭산업기계,"인천광역시 부평구 부평대로 337, 2층 213호(청천동, 부평 제이타워3차 지식산업센터) 2층 213호",기타 일반 기계 및 장비 수리업
1552,세이쿡,"인천광역시 부평구 부평북로 376, 1층 (삼산동)",가정용 비전기식 조리 및 난방 기구 제조업 외 1 종
1553,세인기술,"인천광역시 부평구 부평대로 301 6층 620호 (청천동, 남광센트렉스) 6층 620호",그 외 기타 전자부품 제조업 외 1 종
1554,세인이너패션,"인천광역시 부평구 부평대로 301 9층 915호 (청천동, 남광센트렉스) 9층 915호",비주거용 건물 임대업
1555,세종기획출력,인천광역시 부평구 평천로153번길 20 (청천동),기타 인쇄관련 산업
1556,세준전자,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 1층 107호",그 외 기타 전자부품 제조업
1557,세진,"인천광역시 부평구 부평대로 301 7층 722호 (청천동, 남광센트렉스) 7층 722호",액체 여과기 제조업
1558,세진상사,인천광역시 부평구 가좌로96번길 63 (십정동),"금속 문, 창, 셔터 및 관련제품 제조업"
